# /Users/nicolettemeyer/Documents/Dekas_Lab_Work/Hot2Cold/nanoSIMS_September_2021/20210907_Std2_5/: 13C
# cell	MEAN1	Poiss_E1	MEAN2	Poiss_E2	MEAN3	Poiss_E3	MEAN4	Poiss_E4	MEAN5	Poiss_E5	MEAN6	Poiss_E6	MEAN7	Poiss_E7	MEAN8	Poiss_E8	MEAN9	Poiss_E9
# plane	POL=0		POL=1		POL=0		POL=0		POL=2		POL=1		POL=0		POL=4		POL=0	
16	7.000e+00	2.646e+00	9.000e+00	3.000e+00	1.000e+00	1.000e+00	7.000e+00	2.646e+00	8.000e+00	2.828e+00	9.000e+00	3.000e+00	7.000e+00	2.646e+00	1.200e+01	3.464e+00	1.000e+00	1.000e+00
17	9.000e+00	3.000e+00	6.000e+00	2.449e+00	4.000e+00	2.000e+00	1.000e+00	1.000e+00	5.000e+00	2.236e+00	1.900e+01	4.359e+00	4.000e+00	2.000e+00	8.000e+00	2.828e+00	7.000e+00	2.646e+00
18	1.000e+00	1.000e+00	1.200e+01	3.464e+00	3.000e+00	1.732e+00	3.000e+00	1.732e+00	5.000e+00	2.236e+00	1.700e+01	4.123e+00	4.000e+00	2.000e+00	5.000e+00	2.236e+00	8.000e+00	2.828e+00
19	1.100e+01	3.317e+00	1.500e+01	3.873e+00	6.000e+00	2.449e+00	2.000e+00	1.414e+00	1.000e+01	3.162e+00	9.000e+00	3.000e+00	4.000e+00	2.000e+00	7.000e+00	2.646e+00	6.000e+00	2.449e+00
20	6.000e+00	2.449e+00	1.500e+01	3.873e+00	5.000e+00	2.236e+00	6.000e+00	2.449e+00	4.000e+00	2.000e+00	1.500e+01	3.873e+00	5.000e+00	2.236e+00	6.000e+00	2.449e+00	5.000e+00	2.236e+00
21	7.000e+00	2.646e+00	1.500e+01	3.873e+00	6.000e+00	2.449e+00	3.000e+00	1.732e+00	6.000e+00	2.449e+00	1.700e+01	4.123e+00	2.000e+00	1.414e+00	1.500e+01	3.873e+00	1.000e+01	3.162e+00
22	8.000e+00	2.828e+00	1.200e+01	3.464e+00	5.000e+00	2.236e+00	3.000e+00	1.732e+00	9.000e+00	3.000e+00	1.500e+01	3.873e+00	8.000e+00	2.828e+00	1.300e+01	3.606e+00	7.000e+00	2.646e+00
23	9.000e+00	3.000e+00	1.100e+01	3.317e+00	5.000e+00	2.236e+00	8.000e+00	2.828e+00	6.000e+00	2.449e+00	1.800e+01	4.243e+00	1.500e+01	3.873e+00	1.000e+01	3.162e+00	6.000e+00	2.449e+00
24	1.400e+01	3.742e+00	1.900e+01	4.359e+00	1.000e+01	3.162e+00	1.100e+01	3.317e+00	1.300e+01	3.606e+00	1.900e+01	4.359e+00	1.000e+01	3.162e+00	7.000e+00	2.646e+00	7.000e+00	2.646e+00
25	9.000e+00	3.000e+00	1.800e+01	4.243e+00	4.000e+00	2.000e+00	3.000e+00	1.732e+00	2.000e+01	4.472e+00	2.100e+01	4.583e+00	9.000e+00	3.000e+00	1.300e+01	3.606e+00	1.200e+01	3.464e+00
26	1.400e+01	3.742e+00	1.000e+01	3.162e+00	2.000e+00	1.414e+00	1.200e+01	3.464e+00	1.100e+01	3.317e+00	2.300e+01	4.796e+00	2.000e+00	1.414e+00	8.000e+00	2.828e+00	3.000e+00	1.732e+00
27	6.000e+00	2.449e+00	1.800e+01	4.243e+00	7.000e+00	2.646e+00	5.000e+00	2.236e+00	1.100e+01	3.317e+00	8.000e+00	2.828e+00	8.000e+00	2.828e+00	1.400e+01	3.742e+00	7.000e+00	2.646e+00
28	1.300e+01	3.606e+00	2.100e+01	4.583e+00	7.000e+00	2.646e+00	8.000e+00	2.828e+00	1.300e+01	3.606e+00	1.700e+01	4.123e+00	7.000e+00	2.646e+00	7.000e+00	2.646e+00	9.000e+00	3.000e+00
29	7.000e+00	2.646e+00	2.200e+01	4.690e+00	5.000e+00	2.236e+00	9.000e+00	3.000e+00	1.700e+01	4.123e+00	1.600e+01	4.000e+00	1.000e+01	3.162e+00	1.300e+01	3.606e+00	1.100e+01	3.317e+00
30	1.700e+01	4.123e+00	2.500e+01	5.000e+00	1.100e+01	3.317e+00	9.000e+00	3.000e+00	1.600e+01	4.000e+00	2.900e+01	5.385e+00	4.000e+00	2.000e+00	2.000e+01	4.472e+00	9.000e+00	3.000e+00
